Title,Category,Author(s),Status,Wiki Page,Scan Depth,In-Wiki Citations,Year,Tier,Format,URL
Welfare Effects of Property Taxation,Academic Paper,Max Löffler; Sebastian Siegloch,Scanned,https://www.progress.org/wiki/loffler-siegloch-german-pass-through/,Medium,1,2021,important,Paper,https://docs.iza.org/dp14195.pdf
"What Are Cities Worth? Land Rents, Local Productivity, and the Total Value of Amenities",Academic Paper,David Albouy,Scanned,https://www.progress.org/wiki/albouy-what-are-cities-worth/,Medium,1,2016,core,Paper,https://doi.org/10.1162/REST_a_00550
Who Owns the Sky? Our Common Assets and the Future of Capitalism,Modern Book,Peter Barnes,Scanned,https://www.progress.org/wiki/barnes-sky-trust/,Light,1,2001,important,Book,https://islandpress.org/books/who-owns-sky
Why Rent Matters: The Hidden and Suppressed Economic Rent,Academic Paper,Fred Foldvary,Scanned,https://www.progress.org/wiki/foldvary-kinetic-potential-rent/,Light,2,2012,important,Paper,https://cooperative-individualism.org/foldvary-fred_why-rent-matters-the-hidden-and-suppressed-economic-rent-2012-jun.pdf
With Liberty and Dividends for All,Modern Book,Peter Barnes,Referenced,https://www.progress.org/wiki/barnes-sky-trust/,Light,1,2014,supplementary,Book,https://peter-barnes.org/book/with-liberty-dividends-for-all/
With Liberty and Dividends for All: How to Save Our Middle Class When Jobs Don't Pay Enough,Modern Book,Peter Barnes,Scanned,https://www.progress.org/wiki/with-liberty-and-dividends-for-all/,Heavy,0,2014,important,Book,https://peter-barnes.org/book/with-liberty-dividends-for-all/
Your Citizen's Dividend (eBook),Modern Book,Phillip J. Anderson,Scanned,https://www.progress.org/wiki/anderson-your-citizens-dividend/,Heavy,3,2024,supplementary,Book,https://citdiv.org/wp-content/uploads/2026/05/Your-Citizens-dividend-E-Book.pdf
Zoning and Property Taxation in a System of Local Governments (benefit view),Academic Paper,Bruce W. Hamilton,Scanned,https://www.progress.org/wiki/hamilton-benefit-tax/,Medium,1,1975,important,Paper,https://doi.org/10.1080/00420987520080471
"Programme of the Land Tenure Reform Association, with an Explanatory Statement (1871)",Historical Text,John Stuart Mill,Scanned,https://www.progress.org/wiki/land-tenure-reform-programme-1871/,Heavy,3,1871,important,Text,https://oll-resources.s3.us-east-2.amazonaws.com/oll3/store/titles/232/Mill_0223-05_EBk_v6.0.pdf
Natural Common Wealth and Economic Rent in Canada (July 2023 Final revision),Online Writing,Ben Earle; Liam Wilkinson; Floyd Marinescu; Ken Yang,Scanned,https://www.progress.org/wiki/natural-common-wealth-economic-rent-canada/,Heavy,1,2023,Important,Report,https://static1.squarespace.com/static/6323904e211cd97c7d32a788/t/64f2272306efb178b0560521/1693591332842/Natural+Common+Wealth+and+Economic+Rent+in+Canada_July+2023+Final.pdf
The Long Term Effects of Rating Systems: Case Study of New Zealand (WP02WM1),Academic Paper,William McCluskey; Arthur Grimes; Jason Timmins,Scanned,https://www.progress.org/wiki/new-zealand/,Medium,1,2002,supplementary,Paper,https://www.lincolninst.edu/app/uploads/2024/04/681_mccluskey_grimes.pdf
Analysis of Council Rating Policies (for NZ Productivity Commission),Report,Insight Economics,Scanned,https://www.progress.org/wiki/new-zealand/,Light,1,2019,supplementary,Report,https://www.treasury.govt.nz/sites/default/files/2024-05/pc-inq-lgff-insight-economics-analysis-of-council-rating-policies.pdf
Local Government Funding and Financing: Final Report,Report,New Zealand Productivity Commission,Scanned,https://www.progress.org/wiki/new-zealand/,Medium,1,2019,supplementary,Report,https://www.treasury.govt.nz/sites/default/files/2024-05/pc-inq-lgff-final-report-local-government-funding-and-financing.pdf
Land Value Taxation and the Distribution of Tax Burdens: The Two-Rate Tax in Virginia (WP04JB1),Academic Paper,John H. Bowman; Michael E. Bell,Scanned,https://www.progress.org/wiki/bowman-bell-lvt-distribution/,Medium,1,2004,supplementary,Paper,https://www.lincolninst.edu/app/uploads/2024/04/905_BowmanBell_PDF.pdf
Distributional Effects of Introducing a Split-Rate Property Tax (England & Zhao 2005),Academic Paper,Richard W. England; Min Qiang Zhao,Referenced,https://www.progress.org/wiki/bowman-bell-lvt-distribution/,Light,1,2005,supplementary,Paper,https://doi.org/10.17310/ntj.2005.2.05
Capital in the Twenty-First Century: Technical Appendix,Academic/Research,Thomas Piketty,Scanned,https://www.progress.org/wiki/thomas-piketty/,Medium,1,2014,supplementary,Data,http://piketty.pse.ens.fr/en/capital21c2
Capital is Back: Wealth-Income Ratios in Rich Countries 1700-2010 (QJE author copy),Academic Paper,Thomas Piketty; Gabriel Zucman,Scanned,https://www.progress.org/wiki/thomas-piketty/,Medium,1,2014,supplementary,Paper,https://gabriel-zucman.eu/files/PikettyZucman2014QJE.pdf
Putting Distribution Back at the Center of Economics (JEP 2015),Academic Paper,Thomas Piketty,Scanned,https://www.progress.org/wiki/thomas-piketty/,Light,1,2015,supplementary,Paper,https://pubs.aeaweb.org/doi/10.1257/jep.29.1.67
Total Resource Rents of Australia: Harnessing the Power of Monopoly,Academic/Research,Karl Fitzgerald,Scanned,https://www.progress.org/wiki/total-resource-rents-australia/,Heavy,4,2013,Important,Report,https://www.prosper.org.au/wp-content/uploads/2013/12/TRRA_2013_final.pdf
The Value of Everything Adds Up to Nothing (IEA review),Online Writing,Jamie Whyte,Scanned,https://www.progress.org/wiki/mazzucato-value-of-everything/,Light,1,2018,supplementary,Article,https://web.archive.org/web/20260315024431/https://iea.org.uk/the-value-of-everything-adds-up-to-nothing/
Book review: The Profit Paradox (IMF Finance & Development),Online Writing,Romain Duval,Scanned,https://www.progress.org/wiki/eeckhout-profit-paradox/,Light,1,2021,supplementary,Article,https://www.imf.org/external/pubs/ft/fandd/2021/06/book-review-the-profit-paradox-eeckhout.htm
Review of The Profit Paradox (Economic Record 99:324),Academic Paper,Haishan Yuan,Referenced,https://www.progress.org/wiki/eeckhout-profit-paradox/,Light,1,2023,supplementary,Paper,https://doi.org/10.1111/1475-4932.12732
Taxation of Economic Rents,Academic/Research,Gregor Schwerhoff; Ottmar Edenhofer; Marc Fleurbaey,Scanned,https://www.progress.org/wiki/schwerhoff-taxation-economic-rents/,Heavy,5,2020,Important,Paper,https://publications.pik-potsdam.de/rest/items/item_23401_2/component/file_23402/content
"The Budget Resolutions (Churchill, Commons, 4 May 1909)",Historical Text,Winston Churchill,Scanned,https://www.progress.org/wiki/churchill-budget-resolutions-1909/,Heavy,3,1909,important,Text,https://www.gutenberg.org/ebooks/18419
Henry George Foundation of Canada,Website/Org,,Scanned,https://www.progress.org/wiki/henry-george-foundation-canada/,Medium,2,ongoing,Supplementary,Website,https://earthsharing.ca/
UBI Works,Website/Org,,Scanned,https://www.progress.org/wiki/ubi-works/,Medium,2,ongoing,Supplementary,Website,https://www.ubiworks.ca/
Plunder of the Commons: A Manifesto for Sharing Public Wealth,Modern Book,Guy Standing,Referenced,https://www.progress.org/wiki/guy-standing/,Light,2,2019,important,Book,https://www.penguin.co.uk/books/308407/plunder-of-the-commons-by-standing-guy/9780241396339
Canada Land Value Time Series (1990-2022),Online Writing,UBI Works,Referenced,https://www.progress.org/wiki/ubi-works/,Light,1,2022,Supplementary,Dataset,https://docs.google.com/spreadsheets/d/1Um_Yf2eLMbErQ6qzXNkvXSZTUcciAXvtW1m0M5bquCs/edit
Valuing Common Assets for Public Finance in Vermont,Advocacy Report,Gary Flomenhoft (ed.); Amos Baehr (ed.); Vermont Green Tax and Common Assets Project,Scanned,https://www.progress.org/wiki/valuing-common-assets-vermont/,Heavy,3,2008,Important,Report,https://www.uvm.edu/~gflomenh/projects/documents/Valuing_Common_Assets_web_final.pdf
Applying the Alaska Model in a Resource-Poor State: The Example of Vermont,Academic Paper,Gary Flomenhoft,Referenced,https://www.progress.org/wiki/valuing-common-assets-vermont/,Medium,1,2012,supplementary,Chapter,https://doi.org/10.1057/9781137031655_6
Reaching consensus on UK sovereign wealth funds (Energy Policy 139),Academic Paper,Giles Atkinson; Kirk Hamilton,Scanned,https://www.progress.org/wiki/sovereign-wealth-fund/,Medium,1,2020,supplementary,Paper,https://doi.org/10.1016/j.enpol.2020.111273
Century of Research on Property Cycles: A Literature Review,Academic Paper,Arvydas Jadevicius; Brian Sloan; Andrew Brown,Scanned,https://www.progress.org/wiki/land-speculation-causes-cycles/,Medium,1,2017,supplementary,Paper,https://journals.vilniustech.lt/index.php/IJSPM/article/download/1819/1435/3829
The Efficiency of the Market for Single-Family Homes (NBER WP 2506),Academic Paper,Karl Case; Robert Shiller,Scanned,https://www.progress.org/wiki/land-speculation-causes-cycles/,Medium,1,1989,supplementary,Paper,https://www.nber.org/system/files/working_papers/w2506/w2506.pdf
Radical Markets (JEL review),Academic Paper,David K. Levine,Scanned,https://www.progress.org/wiki/radical-markets/,Medium,1,2020,supplementary,Paper,http://www.dklevine.com/papers/radical.79.pdf
Property in Radical Markets (U Chi L Rev Online 87),Academic Paper,Katrina Wyman,Scanned,https://www.progress.org/wiki/radical-markets/,Medium,1,2019,supplementary,Paper,https://lawreview.uchicago.edu/online-archive/property-radical-markets
Property Is Only Another Name for Monopoly (J. Legal Analysis 9:1),Academic Paper,Eric A. Posner; E. Glen Weyl,Scanned,https://www.progress.org/wiki/radical-markets/,Medium,1,2017,important,Paper,https://doi.org/10.1093/jla/lax001
The Fall of Feudalism in Ireland,Historical Text,Michael Davitt,Scanned,https://www.progress.org/wiki/irish-land-war/,Medium,1,1904,important,Book,https://archive.org/details/falloffeudalismi00daviuoft
Land Law (Ireland) Act 1881 (44 & 45 Vict. c. 49),Primary Source,,Scanned,https://www.progress.org/wiki/irish-land-war/,Medium,1,1881,important,Statute,https://www.legislation.gov.uk/ukpga/Vict/44-45/49/pdfs/ukpga_18810049_en.pdf
Land Law (Ireland) Act 1881 — Purchase Clauses (HC Deb 12 June 1883),Primary Source,,Scanned,https://www.progress.org/wiki/irish-land-war/,Light,1,1883,supplementary,Hansard,https://api.parliament.uk/historic-hansard/commons/1883/jun/12/land-law-ireland-act-1881-purchase
FRUS 1882: arrest of Henry George (Nos. 144-145),Primary Source,,Scanned,https://www.progress.org/wiki/irish-land-war/,Light,1,1882,supplementary,Document,https://history.state.gov/historicaldocuments/frus1882/d199
"Parliament Bill (HL Deb 10 August 1911, vol 9 cc987-1077)",Primary Source,,Scanned,https://www.progress.org/wiki/david-lloyd-george/,Medium,1,1911,important,Hansard,https://api.parliament.uk/historic-hansard/lords/1911/aug/10/parliament-bill
The Exemption of Improvements from Taxation in Canada and the United States,Historical Text,Robert Murray Haig,Scanned,https://www.progress.org/wiki/l-d-taylor/,Medium,1,1915,important,Book,https://archive.org/details/exemptionofimpro00haiguoft
L.D. Taylor family fonds (biographical sketch),Primary Source,City of Vancouver Archives,Scanned,https://www.progress.org/wiki/l-d-taylor/,Light,1,ongoing,supplementary,Archive,https://www.memorybc.ca/l-d-taylor-family-fonds
"The Great Reversal (Introduction/front matter, HUP sample)",Modern Book,Thomas Philippon,Scanned,https://www.progress.org/wiki/philippon-great-reversal/,Medium,1,2019,important,Book,https://web.archive.org/web/20240808054258/https://www.production.hup.harvard.edu/file/feeds/PDF/9780674237544_sample.pdf
The Failure of Free Entry (NBER WP 26001),Academic Paper,German Gutierrez; Thomas Philippon,Scanned,https://www.progress.org/wiki/philippon-great-reversal/,Medium,1,2019,supplementary,Paper,https://www.nber.org/papers/w26001
Belgium: Selected Issues (IMF Country Report 17/70),Report,International Monetary Fund,Scanned,https://www.progress.org/wiki/allowance-for-corporate-equity/,Medium,1,2017,supplementary,Report,http://web.archive.org/web/20260124074910/https://www.imf.org/-/media/files/publications/cr/2017/cr1770.pdf
From Today's City to Tomorrow's City: An Empirical Investigation of Urban Land Assembly,Academic Paper,Leah Brooks; Byron Lutz,Scanned,https://www.progress.org/wiki/holdout-problem/,Medium,1,2016,supplementary,Paper,https://doi.org/10.1257/pol.20130399
"Land assembly with taxes, not takings (Applied Economics Letters 26:7)",Academic Paper,Mark DeSantis; Matthew McCarter; Abel Winn,Referenced,https://www.progress.org/wiki/holdout-problem/,Light,1,2019,supplementary,Paper,https://doi.org/10.1080/13504851.2018.1489707
Evidence on the Distributional Effects of a Land Value Tax on Residential Households (NTJ 63:1),Academic Paper,Elizabeth Plummer,Scanned,https://www.progress.org/wiki/plummer-lvt-distribution/,Heavy,1,2010,important,Paper,https://web.archive.org/web/20150110102445/http://www.ntanet.org/NTJ/63/1/ntj-v63n01p63-92-evidence-distributional-effects-land.pdf
Effects of a Land Value Tax on Residential Households (Lincoln WP09EP1),Academic Paper,Elizabeth Plummer,Scanned,https://www.progress.org/wiki/plummer-lvt-distribution/,Heavy,1,2009,supplementary,Paper,https://www.lincolninst.edu/app/uploads/legacy-files/pubfiles/1659_874_plummer_web.pdf
A Nation of Gamblers: Real Estate Speculation and American History (NBER WP 18825),Academic Paper,Edward Glaeser,Scanned,https://www.progress.org/wiki/glaeser-real-estate-bubbles/,Heavy,1,2013,important,Paper,https://www.nber.org/system/files/working_papers/w18825/w18825.pdf
Real Estate Bubbles and Urban Development (NBER WP 22997),Academic Paper,Edward Glaeser,Referenced,https://www.progress.org/wiki/glaeser-real-estate-bubbles/,Light,1,2016,supplementary,Paper,https://www.nber.org/papers/w22997
"Principles of Political Economy (Laughlin ed., Gutenberg #30107)",Historical Text,John Stuart Mill,Scanned,https://www.progress.org/wiki/mill-principles-land/,Heavy,3,1848,important,Book,https://www.gutenberg.org/ebooks/30107
Mr. Ricardo's Theory of Land Rent (JREPE 21:1),Academic Paper,John F. McDonald,Scanned,https://www.progress.org/wiki/law-of-rent/,Medium,1,2018,supplementary,Paper,https://doi.org/10.1080/10835547.2018.12091774
No Price Like Home: Global House Prices 1870-2012 (Dallas Fed WP 208 open copy),Academic Paper,Katharina Knoll; Moritz Schularick; Thomas Steger,Scanned,https://www.progress.org/wiki/land-bubble/,Medium,2,2017,important,Paper,https://www.dallasfed.org/~/media/documents/institute/wpapers/2014/0208.pdf
"An Entrepreneurial Critique of Georgism (RAE 26:4, author copy)",Academic Paper,Zachary Gochenour; Bryan Caplan,Scanned,https://www.progress.org/wiki/gochenour-caplan-search-theoretic/,Heavy,1,2013,important,Paper,https://econfaculty.gmu.edu/bcaplan/georgism.pdf
The Property Tax as a Capital Tax: A Room with Three Views (NTJ 54:1),Academic Paper,George R. Zodrow,Scanned,https://www.progress.org/wiki/zodrow-three-views/,Heavy,1,2001,important,Paper,https://web.archive.org/web/20210323213534/https://www.ntanet.org/NTJ/54/1/ntj-v54n01p139-56-property-tax-capital-tax.pdf
Standard on Mass Appraisal of Real Property (IAAO 2017),Report,IAAO,Scanned,https://www.progress.org/wiki/mass-appraisal-methods/,Medium,1,2017,important,Standard,https://www.iaao.org/wp-content/uploads/StandardOnMassAppraisal.pdf
Reassessing the Property Tax,Academic Paper,Christopher Berry,Scanned,https://www.progress.org/wiki/mass-appraisal-methods/,Medium,1,2021,important,Paper,https://law.yale.edu/sites/default/files/area/center/corporate/spring2022_paper_berrychristopher_2-24-22.pdf
